Serviço;Operadora;UF;UF_nome;Ano;Indicador;Calculo;Alternativas;Nota;Posição;Ranking
Banda Larga Fixa;Total;AC;Acre;2015;Atendimento Telefônico;Média Indicadores;;5.8;20º;
Banda Larga Fixa;Oi;AC;Acre;2015;Atendimento Telefônico;Média Indicadores;;5.8;2º;
Banda Larga Fixa;Total;AC;Acre;2015;Canais de Atendimento;Média Indicadores;;6.5;20º;
Banda Larga Fixa;Oi;AC;Acre;2015;Canais de Atendimento;Média Indicadores;;6.5;5º;
Banda Larga Fixa;Total;AC;Acre;2015;Capacidade de Resolução;Média Indicadores;;5.41;22º;
Banda Larga Fixa;Oi;AC;Acre;2015;Capacidade de Resolução;Média Indicadores;;5.41;8º;
Banda Larga Fixa;Oi;AC;Acre;2015;Cobrança;Média Indicadores;;6.54;10º;1
Banda Larga Fixa;Total;AC;Acre;2015;Cobrança;Média Indicadores;;6.54;24º;
Banda Larga Fixa;Oi;AC;Acre;2015;Funcionamento;Média Indicadores;;5.87;17º;1
Banda Larga Fixa;Total;AC;Acre;2015;Funcionamento;Média Indicadores;;5.87;25º;
Banda Larga Fixa;Oi;AC;Acre;2015;Oferta e Contratação;Média Indicadores;;6.18;7º;1
Banda Larga Fixa;Total;AC;Acre;2015;Oferta e Contratação;Média Indicadores;;6.18;24º;
Banda Larga Fixa;Total;AC;Acre;2015;Reparo e Instalação;Média Indicadores;;6.52;15º;
Banda Larga Fixa;Oi;AC;Acre;2015;Reparo e Instalação;Média Indicadores;;6.52;5º;
Banda Larga Fixa;Oi;AC;Acre;2015;Satisfação Geral;Média Indicadores;;6.22;8º;1
Banda Larga Fixa;Total;AC;Acre;2015;Satisfação Geral;Média Indicadores;;6.22;23º;
Telefonia Fixa;Total;AC;Acre;2015;Atendimento Telefônico;Média Indicadores;;6.14;10º;
Telefonia Fixa;Claro;AC;Acre;2015;Atendimento Telefônico;Média Indicadores;;6.94;1º;
Telefonia Fixa;Oi;AC;Acre;2015;Atendimento Telefônico;Média Indicadores;;5.78;11º;
Telefonia Fixa;Total;AC;Acre;2015;Canais de Atendimento;Média Indicadores;;6.99;8º;
Telefonia Fixa;Claro;AC;Acre;2015;Canais de Atendimento;Média Indicadores;;7.5;2º;
Telefonia Fixa;Oi;AC;Acre;2015;Canais de Atendimento;Média Indicadores;;6.77;6º;
Telefonia Fixa;Total;AC;Acre;2015;Capacidade de Resolução;Média Indicadores;;5.89;12º;
Telefonia Fixa;Claro;AC;Acre;2015;Capacidade de Resolução;Média Indicadores;;6.53;2º;
Telefonia Fixa;Oi;AC;Acre;2015;Capacidade de Resolução;Média Indicadores;;5.6;12º;
Telefonia Fixa;Claro;AC;Acre;2015;Cobrança;Média Indicadores;;7.38;21º;1
Telefonia Fixa;Oi;AC;Acre;2015;Cobrança;Média Indicadores;;6.61;17º;2
Telefonia Fixa;Total;AC;Acre;2015;Cobrança;Média Indicadores;;6.85;21º;
Telefonia Fixa;Claro;AC;Acre;2015;Funcionamento;Média Indicadores;;7.85;15º;1
Telefonia Fixa;Oi;AC;Acre;2015;Funcionamento;Média Indicadores;;7.46;15º;2
Telefonia Fixa;Total;AC;Acre;2015;Funcionamento;Média Indicadores;;7.58;20º;
Telefonia Fixa;Claro;AC;Acre;2015;Oferta e Contratação;Média Indicadores;;7.14;12º;1
Telefonia Fixa;Oi;AC;Acre;2015;Oferta e Contratação;Média Indicadores;;6.28;14º;2
Telefonia Fixa;Total;AC;Acre;2015;Oferta e Contratação;Média Indicadores;;6.54;18º;
Telefonia Fixa;Total;AC;Acre;2015;Reparo e Instalação;Média Indicadores;;6.65;18º;
Telefonia Fixa;Claro;AC;Acre;2015;Reparo e Instalação;Média Indicadores;;7.21;9º;
Telefonia Fixa;Oi;AC;Acre;2015;Reparo e Instalação;Média Indicadores;;6.44;15º;
Telefonia Fixa;Claro;AC;Acre;2015;Satisfação Geral;Média Indicadores;;7.47;10º;1
Telefonia Fixa;Oi;AC;Acre;2015;Satisfação Geral;Média Indicadores;;6.83;11º;2
Telefonia Fixa;Total;AC;Acre;2015;Satisfação Geral;Média Indicadores;;7.03;16º;
Telefonia Móvel Pós-paga;Total;AC;Acre;2015;Atendimento Telefônico;Média Indicadores;;5.29;22º;
Telefonia Móvel Pós-paga;Claro;AC;Acre;2015;Atendimento Telefônico;Média Indicadores;;6.3;6º;
Telefonia Móvel Pós-paga;Vivo;AC;Acre;2015;Atendimento Telefônico;Média Indicadores;;5.15;23º;
Telefonia Móvel Pós-paga;Total;AC;Acre;2015;Canais de Atendimento;Média Indicadores;;6.4;19º;
Telefonia Móvel Pós-paga;Claro;AC;Acre;2015;Canais de Atendimento;Média Indicadores;;7.11;5º;
Telefonia Móvel Pós-paga;Vivo;AC;Acre;2015;Canais de Atendimento;Média Indicadores;;6.29;25º;
Telefonia Móvel Pós-paga;Total;AC;Acre;2015;Capacidade de Resolução;Média Indicadores;;5.67;11º;
Telefonia Móvel Pós-paga;Claro;AC;Acre;2015;Capacidade de Resolução;Média Indicadores;;6.21;3º;
Telefonia Móvel Pós-paga;Vivo;AC;Acre;2015;Capacidade de Resolução;Média Indicadores;;5.6;20º;
Telefonia Móvel Pós-paga;Claro;AC;Acre;2015;Cobrança;Média Indicadores;;7.03;12º;1
Telefonia Móvel Pós-paga;Vivo;AC;Acre;2015;Cobrança;Média Indicadores;;6.68;24º;1
Telefonia Móvel Pós-paga;Total;AC;Acre;2015;Cobrança;Média Indicadores;;6.72;24º;
Telefonia Móvel Pós-paga;Claro;AC;Acre;2015;Funcionamento;Média Indicadores;;7.07;5º;1
Telefonia Móvel Pós-paga;Vivo;AC;Acre;2015;Funcionamento;Média Indicadores;;6.34;24º;2
Telefonia Móvel Pós-paga;Total;AC;Acre;2015;Funcionamento;Média Indicadores;;6.42;20º;
Telefonia Móvel Pós-paga;Claro;AC;Acre;2015;Oferta e Contratação;Média Indicadores;;7.05;5º;1
Telefonia Móvel Pós-paga;Vivo;AC;Acre;2015;Oferta e Contratação;Média Indicadores;;6.28;25º;2
Telefonia Móvel Pós-paga;Total;AC;Acre;2015;Oferta e Contratação;Média Indicadores;;6.37;24º;
Telefonia Móvel Pós-paga;Claro;AC;Acre;2015;Satisfação Geral;Média Indicadores;;7.12;5º;1
Telefonia Móvel Pós-paga;Vivo;AC;Acre;2015;Satisfação Geral;Média Indicadores;;6.47;26º;2
Telefonia Móvel Pós-paga;Total;AC;Acre;2015;Satisfação Geral;Média Indicadores;;6.55;22º;
Telefonia Móvel Pré-paga;Total;AC;Acre;2015;Atendimento Telefônico;Média Indicadores;;5.72;15º;
Telefonia Móvel Pré-paga;Claro;AC;Acre;2015;Atendimento Telefônico;Média Indicadores;;6.75;6º;
Telefonia Móvel Pré-paga;Oi;AC;Acre;2015;Atendimento Telefônico;Média Indicadores;;6.35;3º;
Telefonia Móvel Pré-paga;Tim;AC;Acre;2015;Atendimento Telefônico;Média Indicadores;;6.85;3º;
Telefonia Móvel Pré-paga;Vivo;AC;Acre;2015;Atendimento Telefônico;Média Indicadores;;5.06;22º;
Telefonia Móvel Pré-paga;Total;AC;Acre;2015;Canais de Atendimento;Média Indicadores;;6.66;16º;
Telefonia Móvel Pré-paga;Claro;AC;Acre;2015;Canais de Atendimento;Média Indicadores;;7.49;6º;
Telefonia Móvel Pré-paga;Oi;AC;Acre;2015;Canais de Atendimento;Média Indicadores;;7.09;6º;
Telefonia Móvel Pré-paga;Tim;AC;Acre;2015;Canais de Atendimento;Média Indicadores;;7.49;3º;
Telefonia Móvel Pré-paga;Vivo;AC;Acre;2015;Canais de Atendimento;Média Indicadores;;6.15;25º;
Telefonia Móvel Pré-paga;Total;AC;Acre;2015;Capacidade de Resolução;Média Indicadores;;4.58;20º;
Telefonia Móvel Pré-paga;Claro;AC;Acre;2015;Capacidade de Resolução;Média Indicadores;;5.62;7º;
Telefonia Móvel Pré-paga;Oi;AC;Acre;2015;Capacidade de Resolução;Média Indicadores;;5.54;1º;
Telefonia Móvel Pré-paga;Tim;AC;Acre;2015;Capacidade de Resolução;Média Indicadores;;5.2;11º;
Telefonia Móvel Pré-paga;Vivo;AC;Acre;2015;Capacidade de Resolução;Média Indicadores;;4.1;27º;
Telefonia Móvel Pré-paga;Claro;AC;Acre;2015;Funcionamento;Média Indicadores;;7.54;3º;1
Telefonia Móvel Pré-paga;Oi;AC;Acre;2015;Funcionamento;Média Indicadores;;7.09;8º;2
Telefonia Móvel Pré-paga;Tim;AC;Acre;2015;Funcionamento;Média Indicadores;;7.13;5º;2
Telefonia Móvel Pré-paga;Vivo;AC;Acre;2015;Funcionamento;Média Indicadores;;6.34;25º;3
Telefonia Móvel Pré-paga;Total;AC;Acre;2015;Funcionamento;Média Indicadores;;6.75;11º;
Telefonia Móvel Pré-paga;Claro;AC;Acre;2015;Oferta e Contratação;Média Indicadores;;7.23;4º;1
Telefonia Móvel Pré-paga;Tim;AC;Acre;2015;Oferta e Contratação;Média Indicadores;;7.27;4º;1
Telefonia Móvel Pré-paga;Oi;AC;Acre;2015;Oferta e Contratação;Média Indicadores;;6.81;9º;2
Telefonia Móvel Pré-paga;Vivo;AC;Acre;2015;Oferta e Contratação;Média Indicadores;;6.14;25º;3
Telefonia Móvel Pré-paga;Total;AC;Acre;2015;Oferta e Contratação;Média Indicadores;;6.54;16º;
Telefonia Móvel Pré-paga;Claro;AC;Acre;2015;Recarga;Média Indicadores;;7.24;6º;1
Telefonia Móvel Pré-paga;Tim;AC;Acre;2015;Recarga;Média Indicadores;;7.29;3º;1
Telefonia Móvel Pré-paga;Oi;AC;Acre;2015;Recarga;Média Indicadores;;6.72;9º;2
Telefonia Móvel Pré-paga;Vivo;AC;Acre;2015;Recarga;Média Indicadores;;6.16;25º;3
Telefonia Móvel Pré-paga;Total;AC;Acre;2015;Recarga;Média Indicadores;;6.55;17º;
Telefonia Móvel Pré-paga;Claro;AC;Acre;2015;Satisfação Geral;Média Indicadores;;7.49;2º;1
Telefonia Móvel Pré-paga;Tim;AC;Acre;2015;Satisfação Geral;Média Indicadores;;7.35;3º;1
Telefonia Móvel Pré-paga;Oi;AC;Acre;2015;Satisfação Geral;Média Indicadores;;6.66;15º;2
Telefonia Móvel Pré-paga;Vivo;AC;Acre;2015;Satisfação Geral;Média Indicadores;;6.13;25º;3
Telefonia Móvel Pré-paga;Total;AC;Acre;2015;Satisfação Geral;Média Indicadores;;6.6;16º;
TV por Assinatura;Total;AC;Acre;2015;Atendimento Telefônico;Média Indicadores;;6.9;1º;
TV por Assinatura;Claro;AC;Acre;2015;Atendimento Telefônico;Média Indicadores;;7.12;3º;
TV por Assinatura;Sky;AC;Acre;2015;Atendimento Telefônico;Média Indicadores;;6.71;3º;
TV por Assinatura;Total;AC;Acre;2015;Canais de Atendimento;Média Indicadores;;7.36;1º;
TV por Assinatura;Claro;AC;Acre;2015;Canais de Atendimento;Média Indicadores;;7.61;3º;
TV por Assinatura;Sky;AC;Acre;2015;Canais de Atendimento;Média Indicadores;;7.12;12º;
TV por Assinatura;Total;AC;Acre;2015;Capacidade de Resolução;Média Indicadores;;6.74;2º;
TV por Assinatura;Claro;AC;Acre;2015;Capacidade de Resolução;Média Indicadores;;7;4º;
TV por Assinatura;Sky;AC;Acre;2015;Capacidade de Resolução;Média Indicadores;;6.49;3º;
TV por Assinatura;Claro;AC;Acre;2015;Cobrança;Média Indicadores;;7.93;9º;1
TV por Assinatura;Sky;AC;Acre;2015;Cobrança;Média Indicadores;;7.23;20º;2
TV por Assinatura;Total;AC;Acre;2015;Cobrança;Média Indicadores;;7.58;9º;
TV por Assinatura;Claro;AC;Acre;2015;Funcionamento;Média Indicadores;;8.02;10º;1
TV por Assinatura;Sky;AC;Acre;2015;Funcionamento;Média Indicadores;;7.76;22º;1
TV por Assinatura;Total;AC;Acre;2015;Funcionamento;Média Indicadores;;7.89;22º;
TV por Assinatura;Claro;AC;Acre;2015;Oferta e Contratação;Média Indicadores;;7.67;3º;1
TV por Assinatura;Sky;AC;Acre;2015;Oferta e Contratação;Média Indicadores;;7.5;7º;1
TV por Assinatura;Total;AC;Acre;2015;Oferta e Contratação;Média Indicadores;;7.59;1º;
TV por Assinatura;Total;AC;Acre;2015;Reparo e Instalação;Média Indicadores;;7.41;10º;
TV por Assinatura;Claro;AC;Acre;2015;Reparo e Instalação;Média Indicadores;;8.24;2º;
TV por Assinatura;Sky;AC;Acre;2015;Reparo e Instalação;Média Indicadores;;6.44;18º;
TV por Assinatura;Claro;AC;Acre;2015;Satisfação Geral;Média Indicadores;;7.39;9º;1
TV por Assinatura;Sky;AC;Acre;2015;Satisfação Geral;Média Indicadores;;7.35;6º;1
TV por Assinatura;Total;AC;Acre;2015;Satisfação Geral;Média Indicadores;;7.37;2º;
Banda Larga Fixa;Total;AL;Alagoas;2015;Atendimento Telefônico;Média Indicadores;;6.52;2º;
Banda Larga Fixa;GVT;AL;Alagoas;2015;Atendimento Telefônico;Média Indicadores;;7.59;1º;
Banda Larga Fixa;NET;AL;Alagoas;2015;Atendimento Telefônico;Média Indicadores;;6.62;9º;
Banda Larga Fixa;Oi;AL;Alagoas;2015;Atendimento Telefônico;Média Indicadores;;5.61;8º;
Banda Larga Fixa;Total;AL;Alagoas;2015;Canais de Atendimento;Média Indicadores;;7.06;2º;
Banda Larga Fixa;GVT;AL;Alagoas;2015;Canais de Atendimento;Média Indicadores;;8.09;1º;
Banda Larga Fixa;NET;AL;Alagoas;2015;Canais de Atendimento;Média Indicadores;;7.06;10º;
Banda Larga Fixa;Oi;AL;Alagoas;2015;Canais de Atendimento;Média Indicadores;;6.32;10º;
Banda Larga Fixa;Total;AL;Alagoas;2015;Capacidade de Resolução;Média Indicadores;;6.13;2º;
Banda Larga Fixa;GVT;AL;Alagoas;2015;Capacidade de Resolução;Média Indicadores;;7.18;2º;
Banda Larga Fixa;NET;AL;Alagoas;2015;Capacidade de Resolução;Média Indicadores;;6.23;7º;
Banda Larga Fixa;Oi;AL;Alagoas;2015;Capacidade de Resolução;Média Indicadores;;5.31;12º;
Banda Larga Fixa;GVT;AL;Alagoas;2015;Cobrança;Média Indicadores;;7.78;3º;1
Banda Larga Fixa;NET;AL;Alagoas;2015;Cobrança;Média Indicadores;;7.54;10º;1
Banda Larga Fixa;Oi;AL;Alagoas;2015;Cobrança;Média Indicadores;;6.48;13º;2
Banda Larga Fixa;Total;AL;Alagoas;2015;Cobrança;Média Indicadores;;7.3;4º;
Banda Larga Fixa;GVT;AL;Alagoas;2015;Funcionamento;Média Indicadores;;7.85;1º;1
Banda Larga Fixa;NET;AL;Alagoas;2015;Funcionamento;Média Indicadores;;7.13;10º;2
Banda Larga Fixa;Oi;AL;Alagoas;2015;Funcionamento;Média Indicadores;;6.34;4º;3
Banda Larga Fixa;Total;AL;Alagoas;2015;Funcionamento;Média Indicadores;;7.06;2º;
Banda Larga Fixa;GVT;AL;Alagoas;2015;Oferta e Contratação;Média Indicadores;;7.67;1º;1
Banda Larga Fixa;NET;AL;Alagoas;2015;Oferta e Contratação;Média Indicadores;;7.1;6º;2
Banda Larga Fixa;Oi;AL;Alagoas;2015;Oferta e Contratação;Média Indicadores;;6.14;9º;3
Banda Larga Fixa;Total;AL;Alagoas;2015;Oferta e Contratação;Média Indicadores;;6.96;2º;
Banda Larga Fixa;Total;AL;Alagoas;2015;Reparo e Instalação;Média Indicadores;;7;7º;
Banda Larga Fixa;GVT;AL;Alagoas;2015;Reparo e Instalação;Média Indicadores;;7.96;1º;
Banda Larga Fixa;NET;AL;Alagoas;2015;Reparo e Instalação;Média Indicadores;;7.19;10º;
Banda Larga Fixa;Oi;AL;Alagoas;2015;Reparo e Instalação;Média Indicadores;;6.17;13º;
Banda Larga Fixa;GVT;AL;Alagoas;2015;Satisfação Geral;Média Indicadores;;7.63;1º;1
Banda Larga Fixa;NET;AL;Alagoas;2015;Satisfação Geral;Média Indicadores;;7.12;9º;2
Banda Larga Fixa;Oi;AL;Alagoas;2015;Satisfação Geral;Média Indicadores;;6.38;3º;3
Banda Larga Fixa;Total;AL;Alagoas;2015;Satisfação Geral;Média Indicadores;;7.02;2º;
Telefonia Fixa;Total;AL;Alagoas;2015;Atendimento Telefônico;Média Indicadores;;6.47;1º;
Telefonia Fixa;Claro;AL;Alagoas;2015;Atendimento Telefônico;Média Indicadores;;6.92;2º;
Telefonia Fixa;GVT;AL;Alagoas;2015;Atendimento Telefônico;Média Indicadores;;7.47;1º;
Telefonia Fixa;Oi;AL;Alagoas;2015;Atendimento Telefônico;Média Indicadores;;5.87;6º;
Telefonia Fixa;Total;AL;Alagoas;2015;Canais de Atendimento;Média Indicadores;;7.24;1º;
Telefonia Fixa;Claro;AL;Alagoas;2015;Canais de Atendimento;Média Indicadores;;7.39;6º;
Telefonia Fixa;GVT;AL;Alagoas;2015;Canais de Atendimento;Média Indicadores;;8.1;1º;
Telefonia Fixa;Oi;AL;Alagoas;2015;Canais de Atendimento;Média Indicadores;;6.88;3º;
Telefonia Fixa;Total;AL;Alagoas;2015;Capacidade de Resolução;Média Indicadores;;6.25;2º;
Telefonia Fixa;Claro;AL;Alagoas;2015;Capacidade de Resolução;Média Indicadores;;6.45;4º;
Telefonia Fixa;GVT;AL;Alagoas;2015;Capacidade de Resolução;Média Indicadores;;7.19;1º;
Telefonia Fixa;Oi;AL;Alagoas;2015;Capacidade de Resolução;Média Indicadores;;5.87;2º;
Telefonia Fixa;GVT;AL;Alagoas;2015;Cobrança;Média Indicadores;;7.92;3º;1
Telefonia Fixa;Claro;AL;Alagoas;2015;Cobrança;Média Indicadores;;7.55;13º;2
Telefonia Fixa;Oi;AL;Alagoas;2015;Cobrança;Média Indicadores;;6.69;13º;3
Telefonia Fixa;Total;AL;Alagoas;2015;Cobrança;Média Indicadores;;7.18;6º;
Telefonia Fixa;GVT;AL;Alagoas;2015;Funcionamento;Média Indicadores;;8.41;4º;1
Telefonia Fixa;Claro;AL;Alagoas;2015;Funcionamento;Média Indicadores;;7.95;14º;2
Telefonia Fixa;Oi;AL;Alagoas;2015;Funcionamento;Média Indicadores;;7.7;12º;2
Telefonia Fixa;Total;AL;Alagoas;2015;Funcionamento;Média Indicadores;;7.89;9º;
Telefonia Fixa;Claro;AL;Alagoas;2015;Oferta e Contratação;Média Indicadores;;7.32;7º;1
Telefonia Fixa;GVT;AL;Alagoas;2015;Oferta e Contratação;Média Indicadores;;7.59;4º;1
Telefonia Fixa;Oi;AL;Alagoas;2015;Oferta e Contratação;Média Indicadores;;6.55;7º;2
Telefonia Fixa;Total;AL;Alagoas;2015;Oferta e Contratação;Média Indicadores;;6.98;2º;
Telefonia Fixa;Total;AL;Alagoas;2015;Reparo e Instalação;Média Indicadores;;7.11;3º;
Telefonia Fixa;Claro;AL;Alagoas;2015;Reparo e Instalação;Média Indicadores;;6.86;17º;
Telefonia Fixa;GVT;AL;Alagoas;2015;Reparo e Instalação;Média Indicadores;;7.78;4º;
Telefonia Fixa;Oi;AL;Alagoas;2015;Reparo e Instalação;Média Indicadores;;7.1;3º;
Telefonia Fixa;Claro;AL;Alagoas;2015;Satisfação Geral;Média Indicadores;;7.45;12º;1
Telefonia Fixa;GVT;AL;Alagoas;2015;Satisfação Geral;Média Indicadores;;7.7;3º;1
Telefonia Fixa;Oi;AL;Alagoas;2015;Satisfação Geral;Média Indicadores;;6.99;6º;2
Telefonia Fixa;Total;AL;Alagoas;2015;Satisfação Geral;Média Indicadores;;7.26;3º;
Telefonia Móvel Pós-paga;Total;AL;Alagoas;2015;Atendimento Telefônico;Média Indicadores;;6.17;1º;
Telefonia Móvel Pós-paga;Claro;AL;Alagoas;2015;Atendimento Telefônico;Média Indicadores;;6.19;9º;
Telefonia Móvel Pós-paga;Oi;AL;Alagoas;2015;Atendimento Telefônico;Média Indicadores;;5.62;3º;
Telefonia Móvel Pós-paga;Tim;AL;Alagoas;2015;Atendimento Telefônico;Média Indicadores;;6.3;5º;
Telefonia Móvel Pós-paga;Vivo;AL;Alagoas;2015;Atendimento Telefônico;Média Indicadores;;6.67;1º;
Telefonia Móvel Pós-paga;Total;AL;Alagoas;2015;Canais de Atendimento;Média Indicadores;;7.12;1º;
Telefonia Móvel Pós-paga;Claro;AL;Alagoas;2015;Canais de Atendimento;Média Indicadores;;7.05;10º;
Telefonia Móvel Pós-paga;Oi;AL;Alagoas;2015;Canais de Atendimento;Média Indicadores;;6.55;2º;
Telefonia Móvel Pós-paga;Tim;AL;Alagoas;2015;Canais de Atendimento;Média Indicadores;;7.19;5º;
Telefonia Móvel Pós-paga;Vivo;AL;Alagoas;2015;Canais de Atendimento;Média Indicadores;;7.86;1º;
Telefonia Móvel Pós-paga;Total;AL;Alagoas;2015;Capacidade de Resolução;Média Indicadores;;5.81;5º;
Telefonia Móvel Pós-paga;Claro;AL;Alagoas;2015;Capacidade de Resolução;Média Indicadores;;5.57;18º;
Telefonia Móvel Pós-paga;Oi;AL;Alagoas;2015;Capacidade de Resolução;Média Indicadores;;5.49;5º;
Telefonia Móvel Pós-paga;Tim;AL;Alagoas;2015;Capacidade de Resolução;Média Indicadores;;5.77;13º;
Telefonia Móvel Pós-paga;Vivo;AL;Alagoas;2015;Capacidade de Resolução;Média Indicadores;;6.92;2º;
Telefonia Móvel Pós-paga;Vivo;AL;Alagoas;2015;Cobrança;Média Indicadores;;7.81;4º;1
Telefonia Móvel Pós-paga;Tim;AL;Alagoas;2015;Cobrança;Média Indicadores;;7.45;5º;2
Telefonia Móvel Pós-paga;Claro;AL;Alagoas;2015;Cobrança;Média Indicadores;;6.96;14º;3
Telefonia Móvel Pós-paga;Oi;AL;Alagoas;2015;Cobrança;Média Indicadores;;6.76;9º;3
Telefonia Móvel Pós-paga;Total;AL;Alagoas;2015;Cobrança;Média Indicadores;;7.26;2º;
Telefonia Móvel Pós-paga;Vivo;AL;Alagoas;2015;Funcionamento;Média Indicadores;;7.9;3º;1
Telefonia Móvel Pós-paga;Claro;AL;Alagoas;2015;Funcionamento;Média Indicadores;;6.78;12º;2
Telefonia Móvel Pós-paga;Tim;AL;Alagoas;2015;Funcionamento;Média Indicadores;;6.84;4º;2
Telefonia Móvel Pós-paga;Oi;AL;Alagoas;2015;Funcionamento;Média Indicadores;;6.41;11º;3
Telefonia Móvel Pós-paga;Total;AL;Alagoas;2015;Funcionamento;Média Indicadores;;6.88;2º;
Telefonia Móvel Pós-paga;Vivo;AL;Alagoas;2015;Oferta e Contratação;Média Indicadores;;7.73;2º;1
Telefonia Móvel Pós-paga;Tim;AL;Alagoas;2015;Oferta e Contratação;Média Indicadores;;7.02;4º;2
Telefonia Móvel Pós-paga;Claro;AL;Alagoas;2015;Oferta e Contratação;Média Indicadores;;6.77;12º;3
Telefonia Móvel Pós-paga;Oi;AL;Alagoas;2015;Oferta e Contratação;Média Indicadores;;6.46;9º;3
Telefonia Móvel Pós-paga;Total;AL;Alagoas;2015;Oferta e Contratação;Média Indicadores;;6.95;2º;
Telefonia Móvel Pós-paga;Vivo;AL;Alagoas;2015;Satisfação Geral;Média Indicadores;;8;1º;1
Telefonia Móvel Pós-paga;Tim;AL;Alagoas;2015;Satisfação Geral;Média Indicadores;;7.11;2º;2
Telefonia Móvel Pós-paga;Claro;AL;Alagoas;2015;Satisfação Geral;Média Indicadores;;6.95;9º;3
Telefonia Móvel Pós-paga;Oi;AL;Alagoas;2015;Satisfação Geral;Média Indicadores;;6.66;7º;3
Telefonia Móvel Pós-paga;Total;AL;Alagoas;2015;Satisfação Geral;Média Indicadores;;7.11;1º;
Telefonia Móvel Pré-paga;Total;AL;Alagoas;2015;Atendimento Telefônico;Média Indicadores;;6.43;1º;
Telefonia Móvel Pré-paga;Claro;AL;Alagoas;2015;Atendimento Telefônico;Média Indicadores;;6.42;12º;
Telefonia Móvel Pré-paga;Oi;AL;Alagoas;2015;Atendimento Telefônico;Média Indicadores;;6.21;8º;
Telefonia Móvel Pré-paga;Tim;AL;Alagoas;2015;Atendimento Telefônico;Média Indicadores;;6.43;7º;
Telefonia Móvel Pré-paga;Vivo;AL;Alagoas;2015;Atendimento Telefônico;Média Indicadores;;6.73;1º;
Telefonia Móvel Pré-paga;Total;AL;Alagoas;2015;Canais de Atendimento;Média Indicadores;;7.26;1º;
Telefonia Móvel Pré-paga;Claro;AL;Alagoas;2015;Canais de Atendimento;Média Indicadores;;7.18;12º;
Telefonia Móvel Pré-paga;Oi;AL;Alagoas;2015;Canais de Atendimento;Média Indicadores;;6.96;7º;
Telefonia Móvel Pré-paga;Tim;AL;Alagoas;2015;Canais de Atendimento;Média Indicadores;;7.32;5º;
Telefonia Móvel Pré-paga;Vivo;AL;Alagoas;2015;Canais de Atendimento;Média Indicadores;;7.69;1º;
Telefonia Móvel Pré-paga;Total;AL;Alagoas;2015;Capacidade de Resolução;Média Indicadores;;5.35;3º;
Telefonia Móvel Pré-paga;Claro;AL;Alagoas;2015;Capacidade de Resolução;Média Indicadores;;5.38;9º;
Telefonia Móvel Pré-paga;Oi;AL;Alagoas;2015;Capacidade de Resolução;Média Indicadores;;4.73;15º;
Telefonia Móvel Pré-paga;Tim;AL;Alagoas;2015;Capacidade de Resolução;Média Indicadores;;5.21;10º;
Telefonia Móvel Pré-paga;Vivo;AL;Alagoas;2015;Capacidade de Resolução;Média Indicadores;;6.65;1º;
Telefonia Móvel Pré-paga;Vivo;AL;Alagoas;2015;Funcionamento;Média Indicadores;;8.08;2º;1
Telefonia Móvel Pré-paga;Claro;AL;Alagoas;2015;Funcionamento;Média Indicadores;;7.25;9º;2
Telefonia Móvel Pré-paga;Oi;AL;Alagoas;2015;Funcionamento;Média Indicadores;;6.76;17º;3
Telefonia Móvel Pré-paga;Tim;AL;Alagoas;2015;Funcionamento;Média Indicadores;;7.02;6º;3
Telefonia Móvel Pré-paga;Total;AL;Alagoas;2015;Funcionamento;Média Indicadores;;7.18;1º;
Telefonia Móvel Pré-paga;Vivo;AL;Alagoas;2015;Oferta e Contratação;Média Indicadores;;7.69;1º;1
Telefonia Móvel Pré-paga;Claro;AL;Alagoas;2015;Oferta e Contratação;Média Indicadores;;6.99;11º;2
Telefonia Móvel Pré-paga;Tim;AL;Alagoas;2015;Oferta e Contratação;Média Indicadores;;7.01;11º;2
Telefonia Móvel Pré-paga;Oi;AL;Alagoas;2015;Oferta e Contratação;Média Indicadores;;6.58;13º;3
Telefonia Móvel Pré-paga;Total;AL;Alagoas;2015;Oferta e Contratação;Média Indicadores;;7;1º;
Telefonia Móvel Pré-paga;Vivo;AL;Alagoas;2015;Recarga;Média Indicadores;;7.97;1º;1
Telefonia Móvel Pré-paga;Claro;AL;Alagoas;2015;Recarga;Média Indicadores;;7;13º;2
Telefonia Móvel Pré-paga;Tim;AL;Alagoas;2015;Recarga;Média Indicadores;;7.07;9º;2
Telefonia Móvel Pré-paga;Oi;AL;Alagoas;2015;Recarga;Média Indicadores;;6.56;15º;3
Telefonia Móvel Pré-paga;Total;AL;Alagoas;2015;Recarga;Média Indicadores;;7.06;1º;
Telefonia Móvel Pré-paga;Vivo;AL;Alagoas;2015;Satisfação Geral;Média Indicadores;;8.05;1º;1
Telefonia Móvel Pré-paga;Claro;AL;Alagoas;2015;Satisfação Geral;Média Indicadores;;7.17;8º;2
Telefonia Móvel Pré-paga;Tim;AL;Alagoas;2015;Satisfação Geral;Média Indicadores;;7.25;5º;2
Telefonia Móvel Pré-paga;Oi;AL;Alagoas;2015;Satisfação Geral;Média Indicadores;;6.71;14º;3
Telefonia Móvel Pré-paga;Total;AL;Alagoas;2015;Satisfação Geral;Média Indicadores;;7.22;1º;
TV por Assinatura;Total;AL;Alagoas;2015;Atendimento Telefônico;Média Indicadores;;6.7;9º;
TV por Assinatura;Claro;AL;Alagoas;2015;Atendimento Telefônico;Média Indicadores;;6.9;10º;
