Serviço;Operadora;UF;UF_nome;Ano;Indicador;Calculo;Alternativas;Nota;Posição;Ranking
Telefonia Fixa;Vivo;RS;Rio Grande do Sul;2015;Reparo e Instalação;Média Indicadores;;7.45;2º;
Telefonia Fixa;Vivo;RS;Rio Grande do Sul;2015;Satisfação Geral;Média Indicadores;;7.97;3º;1
Telefonia Fixa;Claro;RS;Rio Grande do Sul;2015;Satisfação Geral;Média Indicadores;;7.47;11º;2
Telefonia Fixa;GVT;RS;Rio Grande do Sul;2015;Satisfação Geral;Média Indicadores;;7.66;4º;2
Telefonia Fixa;Oi;RS;Rio Grande do Sul;2015;Satisfação Geral;Média Indicadores;;6.64;15º;3
Telefonia Fixa;Total;RS;Rio Grande do Sul;2015;Satisfação Geral;Média Indicadores;;7.08;12º;
Telefonia Móvel Pós-paga;Total;RS;Rio Grande do Sul;2015;Atendimento Telefônico;Média Indicadores;;5.72;8º;
Telefonia Móvel Pós-paga;Claro;RS;Rio Grande do Sul;2015;Atendimento Telefônico;Média Indicadores;;5.79;14º;
Telefonia Móvel Pós-paga;Oi;RS;Rio Grande do Sul;2015;Atendimento Telefônico;Média Indicadores;;5.23;9º;
Telefonia Móvel Pós-paga;Tim;RS;Rio Grande do Sul;2015;Atendimento Telefônico;Média Indicadores;;5.91;16º;
Telefonia Móvel Pós-paga;Vivo;RS;Rio Grande do Sul;2015;Atendimento Telefônico;Média Indicadores;;5.73;14º;
Telefonia Móvel Pós-paga;Total;RS;Rio Grande do Sul;2015;Canais de Atendimento;Média Indicadores;;6.97;3º;
Telefonia Móvel Pós-paga;Claro;RS;Rio Grande do Sul;2015;Canais de Atendimento;Média Indicadores;;6.79;15º;
Telefonia Móvel Pós-paga;Oi;RS;Rio Grande do Sul;2015;Canais de Atendimento;Média Indicadores;;6.23;8º;
Telefonia Móvel Pós-paga;Tim;RS;Rio Grande do Sul;2015;Canais de Atendimento;Média Indicadores;;6.81;14º;
Telefonia Móvel Pós-paga;Vivo;RS;Rio Grande do Sul;2015;Canais de Atendimento;Média Indicadores;;7.18;9º;
Telefonia Móvel Pós-paga;Total;RS;Rio Grande do Sul;2015;Capacidade de Resolução;Média Indicadores;;6.01;1º;
Telefonia Móvel Pós-paga;Claro;RS;Rio Grande do Sul;2015;Capacidade de Resolução;Média Indicadores;;5.92;9º;
Telefonia Móvel Pós-paga;Oi;RS;Rio Grande do Sul;2015;Capacidade de Resolução;Média Indicadores;;5.65;2º;
Telefonia Móvel Pós-paga;Tim;RS;Rio Grande do Sul;2015;Capacidade de Resolução;Média Indicadores;;5.59;16º;
Telefonia Móvel Pós-paga;Vivo;RS;Rio Grande do Sul;2015;Capacidade de Resolução;Média Indicadores;;6.22;11º;
Telefonia Móvel Pós-paga;Vivo;RS;Rio Grande do Sul;2015;Cobrança;Média Indicadores;;7.46;10º;1
Telefonia Móvel Pós-paga;Tim;RS;Rio Grande do Sul;2015;Cobrança;Média Indicadores;;7.37;11º;2
Telefonia Móvel Pós-paga;Claro;RS;Rio Grande do Sul;2015;Cobrança;Média Indicadores;;7.13;8º;3
Telefonia Móvel Pós-paga;Oi;RS;Rio Grande do Sul;2015;Cobrança;Média Indicadores;;6.91;5º;3
Telefonia Móvel Pós-paga;Total;RS;Rio Grande do Sul;2015;Cobrança;Média Indicadores;;7.33;1º;
Telefonia Móvel Pós-paga;Vivo;RS;Rio Grande do Sul;2015;Funcionamento;Média Indicadores;;7.19;14º;1
Telefonia Móvel Pós-paga;Claro;RS;Rio Grande do Sul;2015;Funcionamento;Média Indicadores;;6.59;16º;2
Telefonia Móvel Pós-paga;Oi;RS;Rio Grande do Sul;2015;Funcionamento;Média Indicadores;;6.4;12º;2
Telefonia Móvel Pós-paga;Tim;RS;Rio Grande do Sul;2015;Funcionamento;Média Indicadores;;6.43;10º;2
Telefonia Móvel Pós-paga;Total;RS;Rio Grande do Sul;2015;Funcionamento;Média Indicadores;;6.9;1º;
Telefonia Móvel Pós-paga;Vivo;RS;Rio Grande do Sul;2015;Oferta e Contratação;Média Indicadores;;7.16;13º;1
Telefonia Móvel Pós-paga;Claro;RS;Rio Grande do Sul;2015;Oferta e Contratação;Média Indicadores;;6.72;13º;2
Telefonia Móvel Pós-paga;Tim;RS;Rio Grande do Sul;2015;Oferta e Contratação;Média Indicadores;;6.89;8º;2
Telefonia Móvel Pós-paga;Oi;RS;Rio Grande do Sul;2015;Oferta e Contratação;Média Indicadores;;6.27;12º;3
Telefonia Móvel Pós-paga;Total;RS;Rio Grande do Sul;2015;Oferta e Contratação;Média Indicadores;;6.95;1º;
Telefonia Móvel Pós-paga;Vivo;RS;Rio Grande do Sul;2015;Satisfação Geral;Média Indicadores;;7.4;12º;1
Telefonia Móvel Pós-paga;Claro;RS;Rio Grande do Sul;2015;Satisfação Geral;Média Indicadores;;6.75;15º;2
Telefonia Móvel Pós-paga;Oi;RS;Rio Grande do Sul;2015;Satisfação Geral;Média Indicadores;;6.4;13º;3
Telefonia Móvel Pós-paga;Tim;RS;Rio Grande do Sul;2015;Satisfação Geral;Média Indicadores;;6.67;12º;3
Telefonia Móvel Pós-paga;Total;RS;Rio Grande do Sul;2015;Satisfação Geral;Média Indicadores;;7.08;2º;
Telefonia Móvel Pré-paga;Total;RS;Rio Grande do Sul;2015;Atendimento Telefônico;Média Indicadores;;5.9;12º;
Telefonia Móvel Pré-paga;Claro;RS;Rio Grande do Sul;2015;Atendimento Telefônico;Média Indicadores;;6.04;15º;
Telefonia Móvel Pré-paga;Oi;RS;Rio Grande do Sul;2015;Atendimento Telefônico;Média Indicadores;;5.62;18º;
Telefonia Móvel Pré-paga;Tim;RS;Rio Grande do Sul;2015;Atendimento Telefônico;Média Indicadores;;6.48;6º;
Telefonia Móvel Pré-paga;Vivo;RS;Rio Grande do Sul;2015;Atendimento Telefônico;Média Indicadores;;5.75;11º;
Telefonia Móvel Pré-paga;Total;RS;Rio Grande do Sul;2015;Canais de Atendimento;Média Indicadores;;6.91;5º;
Telefonia Móvel Pré-paga;Claro;RS;Rio Grande do Sul;2015;Canais de Atendimento;Média Indicadores;;6.82;17º;
Telefonia Móvel Pré-paga;Oi;RS;Rio Grande do Sul;2015;Canais de Atendimento;Média Indicadores;;6.59;16º;
Telefonia Móvel Pré-paga;Tim;RS;Rio Grande do Sul;2015;Canais de Atendimento;Média Indicadores;;7.05;12º;
Telefonia Móvel Pré-paga;Vivo;RS;Rio Grande do Sul;2015;Canais de Atendimento;Média Indicadores;;7.09;7º;
Telefonia Móvel Pré-paga;Total;RS;Rio Grande do Sul;2015;Capacidade de Resolução;Média Indicadores;;5.04;13º;
Telefonia Móvel Pré-paga;Claro;RS;Rio Grande do Sul;2015;Capacidade de Resolução;Média Indicadores;;4.99;16º;
Telefonia Móvel Pré-paga;Oi;RS;Rio Grande do Sul;2015;Capacidade de Resolução;Média Indicadores;;4.38;22º;
Telefonia Móvel Pré-paga;Tim;RS;Rio Grande do Sul;2015;Capacidade de Resolução;Média Indicadores;;5.24;8º;
Telefonia Móvel Pré-paga;Vivo;RS;Rio Grande do Sul;2015;Capacidade de Resolução;Média Indicadores;;5.34;9º;
Telefonia Móvel Pré-paga;Vivo;RS;Rio Grande do Sul;2015;Funcionamento;Média Indicadores;;7.35;11º;1
Telefonia Móvel Pré-paga;Claro;RS;Rio Grande do Sul;2015;Funcionamento;Média Indicadores;;6.87;15º;2
Telefonia Móvel Pré-paga;Oi;RS;Rio Grande do Sul;2015;Funcionamento;Média Indicadores;;6.41;22º;3
Telefonia Móvel Pré-paga;Tim;RS;Rio Grande do Sul;2015;Funcionamento;Média Indicadores;;6.73;12º;3
Telefonia Móvel Pré-paga;Total;RS;Rio Grande do Sul;2015;Funcionamento;Média Indicadores;;6.94;4º;
Telefonia Móvel Pré-paga;Vivo;RS;Rio Grande do Sul;2015;Oferta e Contratação;Média Indicadores;;7.12;7º;1
Telefonia Móvel Pré-paga;Tim;RS;Rio Grande do Sul;2015;Oferta e Contratação;Média Indicadores;;7.01;11º;2
Telefonia Móvel Pré-paga;Claro;RS;Rio Grande do Sul;2015;Oferta e Contratação;Média Indicadores;;6.78;14º;3
Telefonia Móvel Pré-paga;Oi;RS;Rio Grande do Sul;2015;Oferta e Contratação;Média Indicadores;;6.56;15º;3
Telefonia Móvel Pré-paga;Total;RS;Rio Grande do Sul;2015;Oferta e Contratação;Média Indicadores;;6.9;2º;
Telefonia Móvel Pré-paga;Claro;RS;Rio Grande do Sul;2015;Recarga;Média Indicadores;;7;12º;1
Telefonia Móvel Pré-paga;Tim;RS;Rio Grande do Sul;2015;Recarga;Média Indicadores;;7.1;6º;1
Telefonia Móvel Pré-paga;Vivo;RS;Rio Grande do Sul;2015;Recarga;Média Indicadores;;7;7º;1
Telefonia Móvel Pré-paga;Oi;RS;Rio Grande do Sul;2015;Recarga;Média Indicadores;;6.63;14º;2
Telefonia Móvel Pré-paga;Total;RS;Rio Grande do Sul;2015;Recarga;Média Indicadores;;6.95;2º;
Telefonia Móvel Pré-paga;Vivo;RS;Rio Grande do Sul;2015;Satisfação Geral;Média Indicadores;;7.35;6º;1
Telefonia Móvel Pré-paga;Claro;RS;Rio Grande do Sul;2015;Satisfação Geral;Média Indicadores;;6.92;14º;2
Telefonia Móvel Pré-paga;Oi;RS;Rio Grande do Sul;2015;Satisfação Geral;Média Indicadores;;6.65;16º;2
Telefonia Móvel Pré-paga;Tim;RS;Rio Grande do Sul;2015;Satisfação Geral;Média Indicadores;;6.87;12º;2
Telefonia Móvel Pré-paga;Total;RS;Rio Grande do Sul;2015;Satisfação Geral;Média Indicadores;;7.02;2º;
TV por Assinatura;Total;RS;Rio Grande do Sul;2015;Atendimento Telefônico;Média Indicadores;;6.73;8º;
TV por Assinatura;Blue;RS;Rio Grande do Sul;2015;Atendimento Telefônico;Média Indicadores;;6.72;3º;
TV por Assinatura;Claro;RS;Rio Grande do Sul;2015;Atendimento Telefônico;Média Indicadores;;6.75;20º;
TV por Assinatura;GVT;RS;Rio Grande do Sul;2015;Atendimento Telefônico;Média Indicadores;;7.27;8º;
TV por Assinatura;NET;RS;Rio Grande do Sul;2015;Atendimento Telefônico;Média Indicadores;;7.03;2º;
TV por Assinatura;Nossa TV;RS;Rio Grande do Sul;2015;Atendimento Telefônico;Média Indicadores;;8.62;3º;
TV por Assinatura;Oi;RS;Rio Grande do Sul;2015;Atendimento Telefônico;Média Indicadores;;5.66;14º;
TV por Assinatura;Sky;RS;Rio Grande do Sul;2015;Atendimento Telefônico;Média Indicadores;;6.48;15º;
TV por Assinatura;Total;RS;Rio Grande do Sul;2015;Canais de Atendimento;Média Indicadores;;7.23;8º;
TV por Assinatura;Blue;RS;Rio Grande do Sul;2015;Canais de Atendimento;Média Indicadores;;7.25;3º;
TV por Assinatura;Claro;RS;Rio Grande do Sul;2015;Canais de Atendimento;Média Indicadores;;7.28;16º;
TV por Assinatura;GVT;RS;Rio Grande do Sul;2015;Canais de Atendimento;Média Indicadores;;7.91;2º;
TV por Assinatura;NET;RS;Rio Grande do Sul;2015;Canais de Atendimento;Média Indicadores;;7.35;4º;
TV por Assinatura;Nossa TV;RS;Rio Grande do Sul;2015;Canais de Atendimento;Média Indicadores;;8.92;3º;
TV por Assinatura;Oi;RS;Rio Grande do Sul;2015;Canais de Atendimento;Média Indicadores;;6.45;10º;
TV por Assinatura;Sky;RS;Rio Grande do Sul;2015;Canais de Atendimento;Média Indicadores;;7.07;15º;
TV por Assinatura;Total;RS;Rio Grande do Sul;2015;Capacidade de Resolução;Média Indicadores;;6.66;5º;
TV por Assinatura;Blue;RS;Rio Grande do Sul;2015;Capacidade de Resolução;Média Indicadores;;6.69;2º;
TV por Assinatura;Claro;RS;Rio Grande do Sul;2015;Capacidade de Resolução;Média Indicadores;;6.95;8º;
TV por Assinatura;GVT;RS;Rio Grande do Sul;2015;Capacidade de Resolução;Média Indicadores;;7.05;6º;
TV por Assinatura;NET;RS;Rio Grande do Sul;2015;Capacidade de Resolução;Média Indicadores;;6.95;2º;
TV por Assinatura;Nossa TV;RS;Rio Grande do Sul;2015;Capacidade de Resolução;Média Indicadores;;8.27;2º;
TV por Assinatura;Oi;RS;Rio Grande do Sul;2015;Capacidade de Resolução;Média Indicadores;;5.98;11º;
TV por Assinatura;Sky;RS;Rio Grande do Sul;2015;Capacidade de Resolução;Média Indicadores;;6.23;20º;
TV por Assinatura;Nossa TV;RS;Rio Grande do Sul;2015;Cobrança;Média Indicadores;;9.39;2º;1
TV por Assinatura;Blue;RS;Rio Grande do Sul;2015;Cobrança;Média Indicadores;;8.13;1º;2
TV por Assinatura;Claro;RS;Rio Grande do Sul;2015;Cobrança;Média Indicadores;;8;7º;3
TV por Assinatura;GVT;RS;Rio Grande do Sul;2015;Cobrança;Média Indicadores;;7.59;7º;4
TV por Assinatura;NET;RS;Rio Grande do Sul;2015;Cobrança;Média Indicadores;;7.75;5º;4
TV por Assinatura;Sky;RS;Rio Grande do Sul;2015;Cobrança;Média Indicadores;;7.52;4º;4
TV por Assinatura;Oi;RS;Rio Grande do Sul;2015;Cobrança;Média Indicadores;;6.91;11º;5
TV por Assinatura;Total;RS;Rio Grande do Sul;2015;Cobrança;Média Indicadores;;7.66;2º;
TV por Assinatura;NET;RS;Rio Grande do Sul;2015;Funcionamento;Média Indicadores;;8.51;4º;1
TV por Assinatura;Nossa TV;RS;Rio Grande do Sul;2015;Funcionamento;Média Indicadores;;8.53;1º;1
TV por Assinatura;Claro;RS;Rio Grande do Sul;2015;Funcionamento;Média Indicadores;;8.13;5º;2
TV por Assinatura;GVT;RS;Rio Grande do Sul;2015;Funcionamento;Média Indicadores;;8.1;6º;2
TV por Assinatura;Sky;RS;Rio Grande do Sul;2015;Funcionamento;Média Indicadores;;8.29;10º;2
TV por Assinatura;Blue;RS;Rio Grande do Sul;2015;Funcionamento;Média Indicadores;;7.76;1º;3
TV por Assinatura;Oi;RS;Rio Grande do Sul;2015;Funcionamento;Média Indicadores;;7.67;13º;3
TV por Assinatura;Total;RS;Rio Grande do Sul;2015;Funcionamento;Média Indicadores;;8.28;3º;
TV por Assinatura;Nossa TV;RS;Rio Grande do Sul;2015;Oferta e Contratação;Média Indicadores;;9.05;1º;1
TV por Assinatura;Blue;RS;Rio Grande do Sul;2015;Oferta e Contratação;Média Indicadores;;7.38;1º;2
TV por Assinatura;Claro;RS;Rio Grande do Sul;2015;Oferta e Contratação;Média Indicadores;;7.56;6º;2
TV por Assinatura;GVT;RS;Rio Grande do Sul;2015;Oferta e Contratação;Média Indicadores;;7.58;3º;2
TV por Assinatura;NET;RS;Rio Grande do Sul;2015;Oferta e Contratação;Média Indicadores;;7.41;4º;2
TV por Assinatura;Sky;RS;Rio Grande do Sul;2015;Oferta e Contratação;Média Indicadores;;7.54;4º;2
TV por Assinatura;Oi;RS;Rio Grande do Sul;2015;Oferta e Contratação;Média Indicadores;;6.49;12º;3
TV por Assinatura;Total;RS;Rio Grande do Sul;2015;Oferta e Contratação;Média Indicadores;;7.42;6º;
TV por Assinatura;Total;RS;Rio Grande do Sul;2015;Reparo e Instalação;Média Indicadores;;7.71;1º;
TV por Assinatura;Blue;RS;Rio Grande do Sul;2015;Reparo e Instalação;Média Indicadores;;6.73;4º;
TV por Assinatura;Claro;RS;Rio Grande do Sul;2015;Reparo e Instalação;Média Indicadores;;7.93;9º;
TV por Assinatura;GVT;RS;Rio Grande do Sul;2015;Reparo e Instalação;Média Indicadores;;7.72;8º;
TV por Assinatura;NET;RS;Rio Grande do Sul;2015;Reparo e Instalação;Média Indicadores;;7.96;2º;
TV por Assinatura;Nossa TV;RS;Rio Grande do Sul;2015;Reparo e Instalação;Média Indicadores;;8.82;1º;
TV por Assinatura;Oi;RS;Rio Grande do Sul;2015;Reparo e Instalação;Média Indicadores;;6.83;13º;
TV por Assinatura;Sky;RS;Rio Grande do Sul;2015;Reparo e Instalação;Média Indicadores;;7.49;1º;
TV por Assinatura;Nossa TV;RS;Rio Grande do Sul;2015;Satisfação Geral;Média Indicadores;;8.67;1º;1
TV por Assinatura;Claro;RS;Rio Grande do Sul;2015;Satisfação Geral;Média Indicadores;;7.55;1º;2
TV por Assinatura;GVT;RS;Rio Grande do Sul;2015;Satisfação Geral;Média Indicadores;;7.42;3º;2
TV por Assinatura;NET;RS;Rio Grande do Sul;2015;Satisfação Geral;Média Indicadores;;7.33;6º;3
TV por Assinatura;Sky;RS;Rio Grande do Sul;2015;Satisfação Geral;Média Indicadores;;7.28;8º;3
TV por Assinatura;Blue;RS;Rio Grande do Sul;2015;Satisfação Geral;Média Indicadores;;7.08;1º;4
TV por Assinatura;Oi;RS;Rio Grande do Sul;2015;Satisfação Geral;Média Indicadores;;6.74;11º;4
TV por Assinatura;Total;RS;Rio Grande do Sul;2015;Satisfação Geral;Média Indicadores;;7.31;5º;
Banda Larga Fixa;Total;SC;Santa Catarina;2015;Atendimento Telefônico;Média Indicadores;;6.07;11º;
Banda Larga Fixa;Blue;SC;Santa Catarina;2015;Atendimento Telefônico;Média Indicadores;;6.58;2º;
Banda Larga Fixa;GVT;SC;Santa Catarina;2015;Atendimento Telefônico;Média Indicadores;;6.97;9º;
Banda Larga Fixa;NET;SC;Santa Catarina;2015;Atendimento Telefônico;Média Indicadores;;6.62;8º;
Banda Larga Fixa;Oi;SC;Santa Catarina;2015;Atendimento Telefônico;Média Indicadores;;5.33;16º;
Banda Larga Fixa;Total;SC;Santa Catarina;2015;Canais de Atendimento;Média Indicadores;;6.73;13º;
Banda Larga Fixa;Blue;SC;Santa Catarina;2015;Canais de Atendimento;Média Indicadores;;7.23;2º;
Banda Larga Fixa;GVT;SC;Santa Catarina;2015;Canais de Atendimento;Média Indicadores;;7.58;8º;
Banda Larga Fixa;NET;SC;Santa Catarina;2015;Canais de Atendimento;Média Indicadores;;7.1;8º;
Banda Larga Fixa;Oi;SC;Santa Catarina;2015;Canais de Atendimento;Média Indicadores;;6.11;15º;
Banda Larga Fixa;Total;SC;Santa Catarina;2015;Capacidade de Resolução;Média Indicadores;;5.73;18º;
Banda Larga Fixa;Blue;SC;Santa Catarina;2015;Capacidade de Resolução;Média Indicadores;;6.26;3º;
Banda Larga Fixa;GVT;SC;Santa Catarina;2015;Capacidade de Resolução;Média Indicadores;;6.79;6º;
Banda Larga Fixa;NET;SC;Santa Catarina;2015;Capacidade de Resolução;Média Indicadores;;6.09;11º;
Banda Larga Fixa;Oi;SC;Santa Catarina;2015;Capacidade de Resolução;Média Indicadores;;5.13;18º;
Banda Larga Fixa;Blue;SC;Santa Catarina;2015;Cobrança;Média Indicadores;;7.68;2º;1
Banda Larga Fixa;GVT;SC;Santa Catarina;2015;Cobrança;Média Indicadores;;7.53;7º;1
Banda Larga Fixa;NET;SC;Santa Catarina;2015;Cobrança;Média Indicadores;;7.72;5º;1
Banda Larga Fixa;Oi;SC;Santa Catarina;2015;Cobrança;Média Indicadores;;6.44;17º;2
Banda Larga Fixa;Total;SC;Santa Catarina;2015;Cobrança;Média Indicadores;;7.13;11º;
Banda Larga Fixa;GVT;SC;Santa Catarina;2015;Funcionamento;Média Indicadores;;7.39;11º;1
Banda Larga Fixa;NET;SC;Santa Catarina;2015;Funcionamento;Média Indicadores;;7.31;9º;1
Banda Larga Fixa;Blue;SC;Santa Catarina;2015;Funcionamento;Média Indicadores;;6.42;4º;2
Banda Larga Fixa;Oi;SC;Santa Catarina;2015;Funcionamento;Média Indicadores;;5.83;20º;3
Banda Larga Fixa;Total;SC;Santa Catarina;2015;Funcionamento;Média Indicadores;;6.64;12º;
Banda Larga Fixa;GVT;SC;Santa Catarina;2015;Oferta e Contratação;Média Indicadores;;7.44;6º;1
Banda Larga Fixa;Blue;SC;Santa Catarina;2015;Oferta e Contratação;Média Indicadores;;7.01;2º;2
Banda Larga Fixa;NET;SC;Santa Catarina;2015;Oferta e Contratação;Média Indicadores;;6.99;10º;2
Banda Larga Fixa;Oi;SC;Santa Catarina;2015;Oferta e Contratação;Média Indicadores;;5.94;13º;3
Banda Larga Fixa;Total;SC;Santa Catarina;2015;Oferta e Contratação;Média Indicadores;;6.61;10º;
Banda Larga Fixa;Total;SC;Santa Catarina;2015;Reparo e Instalação;Média Indicadores;;7.08;4º;
Banda Larga Fixa;Blue;SC;Santa Catarina;2015;Reparo e Instalação;Média Indicadores;;7.16;1º;
Banda Larga Fixa;GVT;SC;Santa Catarina;2015;Reparo e Instalação;Média Indicadores;;7.68;5º;
Banda Larga Fixa;NET;SC;Santa Catarina;2015;Reparo e Instalação;Média Indicadores;;7.62;2º;
Banda Larga Fixa;Oi;SC;Santa Catarina;2015;Reparo e Instalação;Média Indicadores;;6.5;8º;
Banda Larga Fixa;GVT;SC;Santa Catarina;2015;Satisfação Geral;Média Indicadores;;7.3;8º;1
Banda Larga Fixa;NET;SC;Santa Catarina;2015;Satisfação Geral;Média Indicadores;;7.08;10º;1
Banda Larga Fixa;Blue;SC;Santa Catarina;2015;Satisfação Geral;Média Indicadores;;6.59;2º;2
Banda Larga Fixa;Oi;SC;Santa Catarina;2015;Satisfação Geral;Média Indicadores;;5.91;17º;3
Banda Larga Fixa;Total;SC;Santa Catarina;2015;Satisfação Geral;Média Indicadores;;6.59;13º;
Telefonia Fixa;Total;SC;Santa Catarina;2015;Atendimento Telefônico;Média Indicadores;;6;15º;
Telefonia Fixa;Claro;SC;Santa Catarina;2015;Atendimento Telefônico;Média Indicadores;;6.83;4º;
Telefonia Fixa;GVT;SC;Santa Catarina;2015;Atendimento Telefônico;Média Indicadores;;6.72;13º;
Telefonia Fixa;Oi;SC;Santa Catarina;2015;Atendimento Telefônico;Média Indicadores;;5.56;15º;
Telefonia Fixa;Vivo;SC;Santa Catarina;2015;Atendimento Telefônico;Média Indicadores;;6.48;6º;
Telefonia Fixa;Total;SC;Santa Catarina;2015;Canais de Atendimento;Média Indicadores;;6.93;13º;
Telefonia Fixa;Claro;SC;Santa Catarina;2015;Canais de Atendimento;Média Indicadores;;7.52;1º;
Telefonia Fixa;GVT;SC;Santa Catarina;2015;Canais de Atendimento;Média Indicadores;;7.55;11º;
Telefonia Fixa;Oi;SC;Santa Catarina;2015;Canais de Atendimento;Média Indicadores;;6.58;14º;
Telefonia Fixa;Vivo;SC;Santa Catarina;2015;Canais de Atendimento;Média Indicadores;;7.7;3º;
Telefonia Fixa;Total;SC;Santa Catarina;2015;Capacidade de Resolução;Média Indicadores;;6.11;5º;
Telefonia Fixa;Claro;SC;Santa Catarina;2015;Capacidade de Resolução;Média Indicadores;;6.74;1º;
Telefonia Fixa;GVT;SC;Santa Catarina;2015;Capacidade de Resolução;Média Indicadores;;6.57;11º;
Telefonia Fixa;Oi;SC;Santa Catarina;2015;Capacidade de Resolução;Média Indicadores;;5.81;7º;
Telefonia Fixa;Vivo;SC;Santa Catarina;2015;Capacidade de Resolução;Média Indicadores;;6.39;5º;
Telefonia Fixa;Claro;SC;Santa Catarina;2015;Cobrança;Média Indicadores;;7.99;1º;1
Telefonia Fixa;Vivo;SC;Santa Catarina;2015;Cobrança;Média Indicadores;;8.12;1º;1
Telefonia Fixa;GVT;SC;Santa Catarina;2015;Cobrança;Média Indicadores;;7.67;7º;2
Telefonia Fixa;Oi;SC;Santa Catarina;2015;Cobrança;Média Indicadores;;7;2º;3
Telefonia Fixa;Total;SC;Santa Catarina;2015;Cobrança;Média Indicadores;;7.32;2º;
Telefonia Fixa;Claro;SC;Santa Catarina;2015;Funcionamento;Média Indicadores;;8.29;1º;1
Telefonia Fixa;GVT;SC;Santa Catarina;2015;Funcionamento;Média Indicadores;;8.29;11º;1
Telefonia Fixa;Oi;SC;Santa Catarina;2015;Funcionamento;Média Indicadores;;7.89;6º;2
Telefonia Fixa;Vivo;SC;Santa Catarina;2015;Funcionamento;Média Indicadores;;7.8;6º;2
Telefonia Fixa;Total;SC;Santa Catarina;2015;Funcionamento;Média Indicadores;;8.04;5º;
Telefonia Fixa;Vivo;SC;Santa Catarina;2015;Oferta e Contratação;Média Indicadores;;7.62;4º;1
Telefonia Fixa;Claro;SC;Santa Catarina;2015;Oferta e Contratação;Média Indicadores;;7.45;2º;2
Telefonia Fixa;GVT;SC;Santa Catarina;2015;Oferta e Contratação;Média Indicadores;;7.18;14º;2
Telefonia Fixa;Oi;SC;Santa Catarina;2015;Oferta e Contratação;Média Indicadores;;6.3;13º;3
Telefonia Fixa;Total;SC;Santa Catarina;2015;Oferta e Contratação;Média Indicadores;;6.69;14º;
Telefonia Fixa;Total;SC;Santa Catarina;2015;Reparo e Instalação;Média Indicadores;;6.85;11º;
Telefonia Fixa;Claro;SC;Santa Catarina;2015;Reparo e Instalação;Média Indicadores;;7.85;2º;
Telefonia Fixa;GVT;SC;Santa Catarina;2015;Reparo e Instalação;Média Indicadores;;7.31;15º;
Telefonia Fixa;Oi;SC;Santa Catarina;2015;Reparo e Instalação;Média Indicadores;;6.47;14º;
Telefonia Fixa;Vivo;SC;Santa Catarina;2015;Reparo e Instalação;Média Indicadores;;6.96;10º;
Telefonia Fixa;Claro;SC;Santa Catarina;2015;Satisfação Geral;Média Indicadores;;7.5;8º;1
Telefonia Fixa;GVT;SC;Santa Catarina;2015;Satisfação Geral;Média Indicadores;;7.47;11º;1
Telefonia Fixa;Vivo;SC;Santa Catarina;2015;Satisfação Geral;Média Indicadores;;7.73;8º;1
Telefonia Fixa;Oi;SC;Santa Catarina;2015;Satisfação Geral;Média Indicadores;;6.9;9º;2
Telefonia Fixa;Total;SC;Santa Catarina;2015;Satisfação Geral;Média Indicadores;;7.13;9º;
Telefonia Móvel Pós-paga;Total;SC;Santa Catarina;2015;Atendimento Telefônico;Média Indicadores;;5.84;3º;
Telefonia Móvel Pós-paga;Claro;SC;Santa Catarina;2015;Atendimento Telefônico;Média Indicadores;;5.91;12º;
Telefonia Móvel Pós-paga;Oi;SC;Santa Catarina;2015;Atendimento Telefônico;Média Indicadores;;5.48;5º;
Telefonia Móvel Pós-paga;Tim;SC;Santa Catarina;2015;Atendimento Telefônico;Média Indicadores;;5.57;24º;
Telefonia Móvel Pós-paga;Vivo;SC;Santa Catarina;2015;Atendimento Telefônico;Média Indicadores;;6.38;4º;
Telefonia Móvel Pós-paga;Total;SC;Santa Catarina;2015;Canais de Atendimento;Média Indicadores;;6.89;5º;
Telefonia Móvel Pós-paga;Claro;SC;Santa Catarina;2015;Canais de Atendimento;Média Indicadores;;6.95;12º;
Telefonia Móvel Pós-paga;Oi;SC;Santa Catarina;2015;Canais de Atendimento;Média Indicadores;;6.24;7º;
Telefonia Móvel Pós-paga;Tim;SC;Santa Catarina;2015;Canais de Atendimento;Média Indicadores;;6.51;20º;
Telefonia Móvel Pós-paga;Vivo;SC;Santa Catarina;2015;Canais de Atendimento;Média Indicadores;;7.57;4º;
Telefonia Móvel Pós-paga;Total;SC;Santa Catarina;2015;Capacidade de Resolução;Média Indicadores;;5.71;8º;
Telefonia Móvel Pós-paga;Claro;SC;Santa Catarina;2015;Capacidade de Resolução;Média Indicadores;;5.68;15º;
Telefonia Móvel Pós-paga;Oi;SC;Santa Catarina;2015;Capacidade de Resolução;Média Indicadores;;5.04;17º;
Telefonia Móvel Pós-paga;Tim;SC;Santa Catarina;2015;Capacidade de Resolução;Média Indicadores;;5.35;21º;
Telefonia Móvel Pós-paga;Vivo;SC;Santa Catarina;2015;Capacidade de Resolução;Média Indicadores;;6.49;5º;
Telefonia Móvel Pós-paga;Claro;SC;Santa Catarina;2015;Cobrança;Média Indicadores;;7.32;4º;1
Telefonia Móvel Pós-paga;Vivo;SC;Santa Catarina;2015;Cobrança;Média Indicadores;;7.57;6º;1
Telefonia Móvel Pós-paga;Oi;SC;Santa Catarina;2015;Cobrança;Média Indicadores;;6.89;6º;2
